"name","address","state","overview","theme","establishment_year","website","contact_info","admission_fee","timings","facilities"
"Anokhi Museum of Hand Printing","Anokhi Haveli Kheri Gate, Amer, Jaipur - 302028","Rajasthan","Located in a traditional townhouse, this Museum showcases the art & heritage of wood-block printing. It strives to educate every Amber student, increasing their knowledge and pride in their illustrious textile heritage. The museum also invites neighbours and local artisans to come and see a living history museum for themselves","Art and Craft Museum","1970","https://www.anokhimuseum.com/","1412530226","Adults: Rs. 30 per head, Students: Rs. 20 per head and Children: Rs. 15 per head","10:30 AM - 05:00 PM (Closed on Mondays & major Local and National Holidays)","Guide service"
"Gyan Museum","G-1/21-23, Gems and Jewellery Zone, EPIP, Sitapura Industrial Area, Sitapura, Jaipur - 302022","Rajasthan","Gyan Museum is constructed to depict a reciprocal recognition of about 3000 years of cultural heritage. Today the Museum has in possession over 2500 works of exceptional art both of Indian and foreign origin. It showcas - es articles like textiles, paintings, metal art, silver hookahs, antique jewellery, vintage spectacles, paintings of the 17th century and older, rare inscriptions","Art andCraft Museum","2015","https://www.gyanmuseum.com/","+91 7229888866, info@gyanjaipur.com","Free","10:00 AM - 05:00 p.m (Closed on Sundays)","Library and Photography"
"Jawahar Kala Kendra","2, Jawahar Lal Nehru Marg, Opposite Opp Commerce College, Jhalana Doongri, Jaipur - 302004","Rajasthan","This organisation enjoys portraying the nuances of an International Art and Cultural Centre and also fra - grances robustly with live performances of indigenous folk singers and dancers revealing and having the authentic and genuine mode of operation. Furthermore, the institution significantly facilit ates interaction between art connoisseurs/ scholars and artists/artisans, which is uncommon in commercial art and cultural destinations and destinations and resorts. This collaboration allows connoisseurs/ scholars/ tourists to learn about art, culture, community struggles, history, and the way of life prevalent in Rajasthan and India. Currently, three art galleries in JKK are available for artists to exhibit their work: Chaturdik, Parijat I and II. Many international artists have enjoyed displaying their works","Art and Craft Museum","","https://jkk.artandculture.rajasthan.gov.in/content/artandculture/en/jawahar-kala-kendra.html","223 2706060, curator.jkk@rajasthan.gov.in, jkk@rajasthan.gov.in","Free","10:00 AM – 09:00 PM",""
"Art Gallery, Jaleb Chowk, Amber palace","Jaigarh Rd, Devisinghpura, Amer - 302028","Rajasthan","The collection includes stone sculpture, inscriptions, pillars, photographs of Amber township, temple, cenotaphs and copy of archival heritage of Kachwaha rulers of Amber, Silver and metal Objects, statute of Mirza Raja Jaisingh and Poet Behari and paintings, etc.","Art Gallery","1992","","0141 2530293","Free","10:00 AM - 05:00 PM (Closed on Fridays and Government Holidays)","Audio- Video Guide"
"Bagore Ki Haveli Museum, Bangour Ghat","Haveli, Opp. Gangaur Ghat Near Hotel, Old City, Pichola, Udaipur - 313001","Rajasthan","The collection includes living style of the royal ladies, photos of monuments of India, products of work - shop by WZCC Royal costumes, decorative objects, and wall paintings","Art Gallery","1992","","9414155904","Indians: Adult - Rs. 20 per head, Children - Rs. 10 per head, Foreigners Rs. 30 per head","09:30 AM – 05:30 PM and 06:30 AM – 08:00 PM (Closed on Republic day and Independence day)","Guided Tour and Cafe"
"Bhartiya Lok Kala Mandal Folk Museum","Near, Bhartiya Lok Kala Mandir, Chetak Cir, Udaipur - 313001","Rajasthan","The Museum exhibits a collection of folk articles from Rajasthan like rural-dresses, ornaments, puppets, masks, dolls, folk musical instruments, folk deities and paintings","Art and Craft Museum","1952","https://www.lokkalamandal.com/","0294 2529296","Indians: Adults - Rs. 20 per head, Children: Rs. 10 per head, Foreigners - Rs. 35 per head","09:00 AM – 08:00 PM (Closed on Holi)","Café, Photography, Souvenir Shop and Guided Tours PERSONALIA MUSEUMS"
"Titanwala Museum","Titanwala Bhawan, Adarsh Colony, Bagru, Jaipur - 303007","Rajasthan","The Museum showcases the wooden hand block printing tradition of the Namdev followers of the Chippa community of Bagru, a hub of block printing in Rajasthan","Art and Craft Museum","2019","","+91 9414204408, +91 9460634605, titanwalatextilebgr@gmail.com","Adults: Rs. 100 per head, Children above 6 years of age and Students: Rs. 50 per head","10:00 AM - 05:00 PM","Library, Guided Tours, School Programmes on Friday between 01:00 p.m. - 03:00 p.m., Film Shows and  Lectures"
"Jaisalmer War Museum","Thaiyat - 345001","Rajasthan","The Jaisalmer War Museum was established to honour the contributions and sacrifices of War Heroes. Conceived by Lieutenant General Bobby Mathews and cultivated by the Indian Army’s Desert Corps, the Museum was opened for public viewing in 2015 by Lieutenant General Ashok Singh. The Museum was conceived to honour the War Heroes of the Longewala Battle (1971). Since Jaisalmer had a history of facing long stretches of wars, including the Longewala Battle, it was chosen as a suitable location for the Museum. The Museum displays collections from these wars including equipment, armour, weapons, vehicles and more.","Defence Museum","2015","https://www.indianarmy.nic.in/writereaddata/documents/jslmwarmuseumwebsite/index.html","+91 161 13959","Indian: Adults - Rs. 10 per head, Students: Rs. 5 per head, Foreigners: Rs. 50 per head, Students: Rs. 25 per head","09:00 AM - 06:00 PM","Souvenir Shop"
"Amrapali Museum","K-14/B, Ashok Marg, C-Scheme, Jaipur","Rajasthan","This Museum exhibits the marvels of Indian art, design, and craftsmanshi p. Over two floors, the Museum has several focal points. The ground floor features items of beauty and ador nment; silver and gold jewellery for every part of the body from nearly every region of India, with a special emphasis on pieces associated with rites of passage, from birth to death. The basement houses numerous design inspirations that have been available to Indian craftsmen over time","Ethnographic Museums","1978","https://www.amrapalimuseum.com/","+91 141 2822700, info@amrapalimuseum.com","Rs. 300 per head","11:00 AM - 06:00 PM (Closed on Sundays)",""
"Arna Jharna, The Desert Museum","Arna Vihar, Near Famous Arneshwar Mahadev Mandir, Arna Jharna Village, Moklawas - 342001","Rajasthan","This Museum includes nearly 30 different varieties of trees and shrubs and is laid with a variegated carpet of about 30 different kinds of grass. Complexes of earth-red buildings in the l ocal style of village architecture blend with the landscape. The museum boasts mainly of an extensive collection of brooms from Rajasthan, indicating entire galaxies of rituals and beliefs associated with them. A series of videos also highlights the communities, labour, skills and even risks associated with broom production with a view to sensitising the audience. Those technologies are fun - damentally different from today’s powerful production of generic drugs. The se cond module consists of a stunning col - lection of musical instruments unique to western India, including popular instruments such as the ravanhatta , gujratan sarangi, sindhi sarangi and the surinda , and some examples that are no longer used or produced, such as the jantar , jogia sarangi and nagfani . Pottery and puppetry are highlighted in two more modules. The museum pays tribute to the local communities and their local foundations of knowledge, art and culture, which is not a thing of the past, but a resource for rebuilding the present.","Ethnographic Museum","2003","https: www.arnajharna.org/","9414136361","","April- August 08.00 AM - 11.00 PM and 03:00 PM - 05:00 PM September- March: 09:00 AM - 12:00 PM and 03:00 PM - 05:00 PM (Closed on Wednesdays)","Library and Cafe"
"Prachina Museum","Junagarh Fort, Bikaner - 334001","Rajasthan","The Museum was set up by Princess Siddhi Kumari in Bikaner with an aim to display the culture and heritage of Bikaner. It displays paraphernalia belonging to three generations of royal women along with furniture and silver used by erstwhile Maharaja of Bikaner, Narender Sinhji. Some of the galleries at the museum include the con - temporary art Gallery, the Ritual Art Gallery, the Bikaner Period Room, the Aristocratic Textiles and Costume Gallery and the Gallery of Aristocratic Transportation","Historical Museum","2000","https://www.prachinamuseum.org/","+91 0151 252 5609, director@prachinamuseum.org","Indian Nationals - Rs. 10 per head, Foreign Nationals - Rs. 25 per head, Students: Rs. 5 per head","09:00 AM - 06:00 PM",""
"Kanota Museum","Ganesh Vihar Colony, Kanota - 303012","Rajasthan","Many objects in the Castle Kanota Museum date from Thakur Zorawar Singh’s time, with gradual ad - ditions by other members of the family, particularly the multi-faceted General Amar Singh. Amar Singh is possibly the only Rajput nobility member who has developed and maintained a writing/chronicling practice. These diaries, culminating in a massive collection, provide an enthralling glimpse of Rajasthan’s royal courts, colonial encounters, and intertwined histories. The remainder of the collection includes c arriages, arms, armour, and firearms, as well as paintings, maps, photographs, books, and household accounts. Many of these objects are part of Kanota’s living heri - tage and are regularly used for ceremonial purposes.","Historical Museum","","https://www.castlekanota.com/","+91 141 2561291, +91 141 2563448, info@hotelnarainniwas.com reservations@kanotahotels.com","","",""
"Amber Palace","Devisinghpura, Amer, Jaipur - 302001","Rajasthan","Amber Palace is a structure which displays patronage of architec ture and science, as reflected in the con - struction of this magnificent fort and the entire city, is not limited to acts of valour by i ts Kings and soldiers","Historical Museum","1954","https://www.tourism.rajasthan.gov.in/amber-palace.html","0141 2530293:","Adults: Rs. 25 per head, Students Rs. 10 per head, Foreigner- Students: Rs. 100 per head","08:00 AM - 06:00 PM (Closed on Dhulandi)","Photography and Guided Tours"
"Deeg Palace Museum","District Bharatpur, Deeg - 321203","Rajasthan","The Museum displays old Royal furniture, hand fans, chimes, flower pots etc.","Historical Museum","1951-52","","05641 220115, 09929248972","Adults: Rs. 5 per head, Foreigners - Rs. 100 per head, Children below 14 yrs - free","08:00 AM - 05:00 PM","Photography and Guided Tours"
"Desert Cultural Center Jaisalmer","Jaisalmer city on Gadi Sagar Road","Rajasthan","The Museum showcases the rich cultural heritage and customs of Jaisalmer. The site is well-kept and hous - es rare coins and manuscripts related to the history of Jaisalmer and Rajasthan as a whole. This Museum’s collection of traditional Rajasthani textiles, utensils, weapons, musical instruments, and fossils is quite impressive. The traditional opium mixing box, known as ‘Karal,’ is very popular among foreigners. The location hosts showcase programmes for tourists on a regular basis","Historical Museum","1997","","","Rs. 50 per head","10:00 AM - 08:00 PM","Photography and Guided Tours"
"Podar Haveli Museum","Podar Haveli Museum, Nawalgarh - 333042","Rajasthan","The Museum is the largest and oldest museum in India and has rare collections of antiques, armour and ornaments, and Mughal paintings","Multipurpose Museum","1955","https://www.podarhavelimuseum.org/","+91 8901329389, info@podarhavelimuseum.org","","08:00 AM - 08:00 PM","Photography and Guided Tours RELIGIOUS MUSEUM"
